ProductID;Weight;FatContent;ProductVisibility;ProductType;MRP;OutletID;EstablishmentYear;OutletSize;LocationType;OutletType;OutletSales
NCR38;17.25;Low Fat;0.114160573;Household;2.531.724;OUT017;2007;;Tier 2;Supermarket Type1;3.775.086
DRF01;5.655;Low Fat;0.175352413;Soft Drinks;1.474.102;OUT049;1999;Medium;Tier 1;Supermarket Type1;24.787.734
FDF53;20.75;Regular;0.083590755;Frozen Foods;1.822.318;OUT035;2004;Small;Tier 2;Supermarket Type1;30.673.406
FDS45;5.175;Regular;0.029471408;Snack Foods;1.054.622;OUT013;1987;High;Tier 3;Supermarket Type1;32.817.282
FDR20;20;Regular;0.028282832;Fruits and Vegetables;462.744;OUT017;2007;;Tier 2;Supermarket Type1;10.865.856
FDY07;11.8;Low Fat;0;Fruits and Vegetables;465.402;OUT010;1998;;Tier 3;Grocery Store;229.701
FDD38;16.75;Regular;0.008208342;Canned;1.028.674;OUT045;2002;;Tier 2;Supermarket Type1;1.528.011
DRF15;18.35;Low Fat;0.03334929;Dairy;155.034;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.990.742
FDH32;12.8;Low Fat;0.076060037;Fruits and Vegetables;95.141;OUT046;1997;Small;Tier 1;Supermarket Type1;868.869
NCJ42;19.75;Low Fat;0.014301326;Household;1.030.332;OUT046;1997;Small;Tier 1;Supermarket Type1;12.303.984
FDB56;8.75;Regular;0.074931201;Fruits and Vegetables;1.876.556;OUT018;2009;Medium;Tier 3;Supermarket Type2;938.778
FDD03;13.3;Low Fat;0.080131363;Dairy;234.03;OUT018;2009;Medium;Tier 3;Supermarket Type2;4194.54
NCL18;18.85;Low Fat;0.167444431;Household;1.946.136;OUT013;1987;High;Tier 3;Supermarket Type1;11.664.816
FDW22;9.695;Regular;0.03033748;Snack Foods;2.229.114;OUT049;1999;Medium;Tier 1;Supermarket Type1;57.644.964
FDE32;20.7;Low Fat;0.04874969;Fruits and Vegetables;375.506;OUT035;2004;Small;Tier 2;Supermarket Type1;1.138.518
FDA34;;Low Fat;0.014788594;Starchy Foods;174.408;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.443.644
FDJ08;11.1;Low Fat;0.111298111;Fruits and Vegetables;1.917.846;OUT017;2007;;Tier 2;Supermarket Type1;30.573.536
FDG38;8.975;Regular;0.05268526;Canned;833.224;OUT013;1987;High;Tier 3;Supermarket Type1;35.793.408
FDD29;12.15;Low Fat;0.018485511;Frozen Foods;2.531.698;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.220.188
NCE31;7.67;Low Fat;0.184689756;Household;354.216;OUT013;1987;High;Tier 3;Supermarket Type1;4.500.808
FDS19;13.8;Regular;0.064153845;Fruits and Vegetables;769.012;OUT013;1987;High;Tier 3;Supermarket Type1;6.072.096
FDU11;4.785;Low Fat;0.092516598;Breads;1.201.098;OUT013;1987;High;Tier 3;Supermarket Type1;13.256.078
FDL02;20;Regular;0.104245198;Canned;1.053.622;OUT049;1999;Medium;Tier 1;Supermarket Type1;12.703.464
FDO51;;Regular;0.041779181;Meat;434.112;OUT027;1985;Medium;Tier 3;Supermarket Type3;11.078.912
DRK23;8.395;Low Fat;0.07226985;Hard Drinks;254.104;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.542.056
FDO27;6.175;Regular;0.179806961;Meat;952.752;OUT018;2009;Medium;Tier 3;Supermarket Type2;15.340.032
FDB16;8.21;Low Fat;0.044995631;Dairy;892.198;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.308.297
FDA44;19.7;Low Fat;0.053523765;Fruits and Vegetables;55.393;OUT017;2007;;Tier 2;Supermarket Type1;1.471.418
NCB18;19.6;Low Fat;0.041459372;Household;896.514;OUT018;2009;Medium;Tier 3;Supermarket Type2;12.397.196
NCL53;7.5;Low Fat;0.036234918;Health and Hygiene;1.753.028;OUT046;1997;Small;Tier 1;Supermarket Type1;38.962.616
FDR16;5.845;Regular;0.105445801;Frozen Foods;2.144.218;OUT018;2009;Medium;Tier 3;Supermarket Type2;14.960.526
NCQ05;11.395;LF;0;Health and Hygiene;1.516.708;OUT013;1987;High;Tier 3;Supermarket Type1;34.608.284
FDF44;7.17;Regular;0.05997133;Fruits and Vegetables;1.321.968;OUT018;2009;Medium;Tier 3;Supermarket Type2;28.709.296
FDU50;5.75;Regular;0.075595405;Dairy;1.147.176;OUT017;2007;;Tier 2;Supermarket Type1;12.596.936
FDG20;15.5;Regular;0.210375806;Fruits and Vegetables;1.782.028;OUT010;1998;;Tier 3;Grocery Store;1.771.028
FDD58;7.76;Low Fat;0.059341019;Snack Foods;99.77;OUT035;2004;Small;Tier 2;Supermarket Type1;798.96
FDT01;13.65;Regular;0.18520944;Canned;2.129.902;OUT017;2007;;Tier 2;Supermarket Type1;3.185.853
FDK15;10.8;Low Fat;0.098566832;Meat;983.042;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.488.063
FDJ08;11.1;Low Fat;0.11084417;Fruits and Vegetables;1.892.846;OUT049;1999;Medium;Tier 1;Supermarket Type1;51.592.842
FDS10;;Low Fat;0.0350152;Snack Foods;1.820.318;OUT027;1985;Medium;Tier 3;Supermarket Type3;59.542.494
FDJ55;12.8;Regular;0.023567538;Meat;2.268.404;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.500.808
FDU32;8.785;Low Fat;0;Fruits and Vegetables;1.230.414;OUT010;1998;;Tier 3;Grocery Store;1.218.414
FDG09;20.6;Regular;0.04792722;Fruits and Vegetables;1.859.556;OUT035;2004;Small;Tier 2;Supermarket Type1;43.183.788
FDE39;7.89;Low Fat;0.036207786;Dairy;1.210.782;OUT045;2002;;Tier 2;Supermarket Type1;34.561.678
FDU56;16.85;Low Fat;0.044377096;Fruits and Vegetables;1.858.266;OUT013;1987;High;Tier 3;Supermarket Type1;16.598.394
NCH55;16.35;Low Fat;0.034742632;Household;127.402;OUT045;2002;;Tier 2;Supermarket Type1;759.012
FDX33;;Regular;0.116915909;Snack Foods;1.594.578;OUT027;1985;Medium;Tier 3;Supermarket Type3;49.741.918
FDR24;17.35;Regular;0.062979148;Baking Goods;87.983;OUT045;2002;;Tier 2;Supermarket Type1;1.707.777
FDC33;;Regular;0.068604503;Fruits and Vegetables;1.973.768;OUT027;1985;Medium;Tier 3;Supermarket Type3;74.889.184
NCV54;;Low Fat;0.03294861;Household;1.168.124;OUT027;1985;Medium;Tier 3;Supermarket Type3;24.887.604
NCQ02;12.6;Low Fat;0.007450258;Household;1.867.556;OUT013;1987;High;Tier 3;Supermarket Type1;2.816.334
NCU17;5.32;Low Fat;0.093027718;Health and Hygiene;1.014.674;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.541.546
NCZ06;;Low Fat;0.164864915;Household;2.552.698;OUT019;1985;Small;Tier 1;Grocery Store;7.610.094
FDV37;13;Regular;0.083498083;Canned;1.994.426;OUT035;2004;Small;Tier 2;Supermarket Type1;5.932.278
DRH25;;Low Fat;0.014522363;Soft Drinks;502.324;OUT027;1985;Medium;Tier 3;Supermarket Type3;1298.31
NCI43;19.85;Low Fat;0.025963795;Household;463.376;OUT035;2004;Small;Tier 2;Supermarket Type1;11.505.024
NCQ53;17.6;Low Fat;0.019012262;Health and Hygiene;237.159;OUT017;2007;;Tier 2;Supermarket Type1;3.072.667
NCT18;14.6;Low Fat;0.059393919;Household;1.817.976;OUT035;2004;Small;Tier 2;Supermarket Type1;32.597.568
FDF14;7.55;Low Fat;0.027212058;Canned;152.734;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.756.412
FDM14;13.8;Low Fat;0.013263968;Canned;1.069.254;OUT046;1997;Small;Tier 1;Supermarket Type1;29.301.858
FDX57;17.25;Regular;0.079113947;Snack Foods;992.068;OUT010;1998;;Tier 3;Grocery Store;972.068
NCV05;10.1;Low Fat;0.03020851;Health and Hygiene;1.531.656;OUT046;1997;Small;Tier 1;Supermarket Type1;1.544.656
FDX39;14.3;Regular;0.049634817;Meat;2.125.586;OUT013;1987;High;Tier 3;Supermarket Type1;3.165.879
FDA23;9.8;Low Fat;0.047187038;Baking Goods;1.006.016;OUT046;1997;Small;Tier 1;Supermarket Type1;16.192.256
NCV06;11.3;Low Fat;0.066681333;Household;1.944.478;OUT046;1997;Small;Tier 1;Supermarket Type1;3.874.956
NCE31;7.67;Low Fat;0.185218446;Household;363.216;OUT045;2002;;Tier 2;Supermarket Type1;4.154.592
DRI39;13.8;Low Fat;0.162462044;Dairy;55.893;OUT010;1998;;Tier 3;Grocery Store;226.372
FDH21;10.395;Low Fat;0.031273559;Seafood;1.600.604;OUT049;1999;Medium;Tier 1;Supermarket Type1;12.676.832
FDR26;20.7;Low Fat;0.042836778;Dairy;1.758.028;OUT046;1997;Small;Tier 1;Supermarket Type1;15.939.252
FDA14;;Low Fat;0.114127418;Dairy;147.176;OUT019;1985;Small;Tier 1;Grocery Store;585.904
FDG21;17.35;Regular;0.146895866;Seafood;149.605;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.745.125
NCQ38;16.35;Low Fat;0.013420879;Others;104.828;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.810.976
FDN20;19.35;Low Fat;0.026181893;Fruits and Vegetables;1.670.474;OUT046;1997;Small;Tier 1;Supermarket Type1;23.582.636
NCN29;15.2;Low Fat;0.012184999;Health and Hygiene;503.034;OUT017;2007;;Tier 2;Supermarket Type1;1.458.102
FDI28;14.3;Low Fat;0.026428924;Frozen Foods;782.302;OUT018;2009;Medium;Tier 3;Supermarket Type2;5.546.114
FDA03;;Regular;0.045243613;Dairy;1.468.102;OUT027;1985;Medium;Tier 3;Supermarket Type3;34.994.448
FDZ28;20;Regular;0;Frozen Foods;1.273.678;OUT046;1997;Small;Tier 1;Supermarket Type1;17.803.492
FDO52;;Regular;0.076790922;Frozen Foods;1.721.106;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.566.659
FDU10;10.1;Regular;0.045950475;Snack Foods;382.848;OUT017;2007;;Tier 2;Supermarket Type1;12.303.984
FDP13;;Regular;0.133673087;Canned;41.548;OUT027;1985;Medium;Tier 3;Supermarket Type3;918.804
FDV02;;Low Fat;0.060252433;Dairy;1.707.106;OUT027;1985;Medium;Tier 3;Supermarket Type3;30.799.908
FDS28;8.18;reg;0.082529704;Frozen Foods;569.588;OUT049;1999;Medium;Tier 1;Supermarket Type1;7.443.644
FDW49;19.5;Low Fat;0.082552214;Canned;1.798.002;OUT046;1997;Small;Tier 1;Supermarket Type1;7.164.008
FDP33;18.7;Low Fat;0.089272253;Snack Foods;2.547.672;OUT046;1997;Small;Tier 1;Supermarket Type1;5.113.344
FDJ03;12.35;Regular;0.072541731;Dairy;485.692;OUT045;2002;;Tier 2;Supermarket Type1;8.868.456
FDQ51;16;Regular;0.017536671;Meat;455.718;OUT013;1987;High;Tier 3;Supermarket Type1;10.399.796
DRK23;8.395;Low Fat;0.072088552;Hard Drinks;253.704;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.554.072
FDU11;4.785;Low Fat;0.092781435;Breads;1.197.098;OUT045;2002;;Tier 2;Supermarket Type1;1.807.647
NCK06;5.03;Low Fat;0.008644894;Household;1.226.756;OUT035;2004;Small;Tier 2;Supermarket Type1;26.658.632
FDY09;15.6;Low Fat;0.025342692;Snack Foods;1.743.054;OUT017;2007;;Tier 2;Supermarket Type1;1.751.054
NCY18;7.285;Low Fat;0.031145743;Household;1.736.054;OUT035;2004;Small;Tier 2;Supermarket Type1;2.626.581
FDA10;20.35;Low Fat;0;Snack Foods;1.209.072;OUT049;1999;Medium;Tier 1;Supermarket Type1;14.700.864
FDO34;17.7;Low Fat;0.030108283;Snack Foods;1.659.816;OUT017;2007;;Tier 2;Supermarket Type1;43.623.216
FDE38;;Low Fat;0.044391149;Canned;1.643.842;OUT027;1985;Medium;Tier 3;Supermarket Type3;44.761.734
FDF40;20.25;Regular;0.022639471;Dairy;2.484.092;OUT017;2007;;Tier 2;Supermarket Type1;22.410.828
FDY02;8.945;Regular;0;Dairy;264.791;OUT017;2007;;Tier 2;Supermarket Type1;4.733.838
FDS03;;Low Fat;0.139419417;Meat;660.826;OUT019;1985;Small;Tier 1;Grocery Store;2.583.304
FDB59;18.25;Low Fat;0.015278899;Snack Foods;1.990.084;OUT046;1997;Small;Tier 1;Supermarket Type1;31.745.344
NCQ42;20.35;Low Fat;0.039329257;Household;1.276.678;OUT049;1999;Medium;Tier 1;Supermarket Type1;29.248.594
FDO15;16.75;Regular;0.008579863;Meat;723.038;OUT049;1999;Medium;Tier 1;Supermarket Type1;9.607.494
DRN47;12.1;Low Fat;0.028164527;Hard Drinks;178.166;OUT010;1998;;Tier 3;Grocery Store;539.298
FDA03;18.5;Regular;0;Dairy;1.442.102;OUT035;2004;Small;Tier 2;Supermarket Type1;20.413.428
FDA01;15;Regular;0.054367971;Canned;585.904;OUT035;2004;Small;Tier 2;Supermarket Type1;9.960.368
FDB38;19.5;Regular;0.0273467;Canned;158.992;OUT046;1997;Small;Tier 1;Supermarket Type1;1.757.712
FDT59;13.65;Low Fat;0.016001434;Breads;2.306.668;OUT017;2007;;Tier 2;Supermarket Type1;18.429.344
FDG08;13.15;Regular;0.165328057;Fruits and Vegetables;1.706.764;OUT035;2004;Small;Tier 2;Supermarket Type1;3.435.528
FDV56;;Regular;0.013529884;Fruits and Vegetables;1.062.596;OUT027;1985;Medium;Tier 3;Supermarket Type3;14.021.748
FDY26;20.6;reg;0.030510526;Dairy;2.114.244;OUT046;1997;Small;Tier 1;Supermarket Type1;78.338.028
DRE13;6.28;Low Fat;0.027699863;Soft Drinks;879.198;OUT035;2004;Small;Tier 2;Supermarket Type1;12.210.772
FDE51;5.925;Regular;0.09646733;Dairy;428.086;OUT046;1997;Small;Tier 1;Supermarket Type1;669.129
FDL40;17.7;Low Fat;0.011636708;Frozen Foods;94.541;OUT045;2002;;Tier 2;Supermarket Type1;1.061.951
FDD50;18.85;Low Fat;0.141642219;Canned;1.681.132;OUT046;1997;Small;Tier 1;Supermarket Type1;28.749.244
FDC04;;Low Fat;0.044767801;Dairy;2.418.854;OUT027;1985;Medium;Tier 3;Supermarket Type3;45.920.226
FDN15;17.5;Low Fat;0.028009382;Meat;141.718;OUT010;1998;;Tier 3;Grocery Store;419.454
FDC46;17.7;Low Fat;0.1164455;Snack Foods;1.828.266;OUT013;1987;High;Tier 3;Supermarket Type1;51.639.448
FDV56;16.1;Regular;0.013584408;Fruits and Vegetables;1.077.596;OUT013;1987;High;Tier 3;Supermarket Type1;3.235.788
FDK43;9.8;Low Fat;0.026950104;Meat;128.402;OUT018;2009;Medium;Tier 3;Supermarket Type2;1265.02
NCR29;7.565;Low Fat;0.054751689;Health and Hygiene;54.793;OUT045;2002;;Tier 2;Supermarket Type1;622.523
FDY03;17.6;Regular;0.076121831;Meat;1.117.202;OUT046;1997;Small;Tier 1;Supermarket Type1;1.125.202
FDU44;12.15;Regular;0.058516562;Fruits and Vegetables;1.641.552;OUT049;1999;Medium;Tier 1;Supermarket Type1;51.985.664
FDZ04;9.31;low fat;0.037923509;Frozen Foods;61.651;OUT013;1987;High;Tier 3;Supermarket Type1;379.506
FDU16;19.25;Regular;0.058365706;Frozen Foods;821.908;OUT049;1999;Medium;Tier 1;Supermarket Type1;24.328.332
FDV07;9.5;Low Fat;0.031346387;Fruits and Vegetables;1.107.228;OUT045;2002;;Tier 2;Supermarket Type1;1.657.842
NCL19;15.35;Low Fat;0.015663185;Others;143.947;OUT013;1987;High;Tier 3;Supermarket Type1;3.006.087
FDW01;;Low Fat;0.063750302;Canned;1.534.682;OUT027;1985;Medium;Tier 3;Supermarket Type3;2.287.023
FDC10;;Regular;0.07252476;Snack Foods;1.203.098;OUT027;1985;Medium;Tier 3;Supermarket Type3;16.871.372
DRC12;17.85;Low Fat;0.038040837;Soft Drinks;1.891.188;OUT017;2007;;Tier 2;Supermarket Type1;32.371.196
DRK39;7.02;Low Fat;0.049823902;Dairy;82.225;OUT013;1987;High;Tier 3;Supermarket Type1;2.746.425
FDG24;;Low Fat;0.014560297;Baking Goods;81.425;OUT027;1985;Medium;Tier 3;Supermarket Type3;1331.6
FDO04;;Low Fat;0.026408698;Frozen Foods;532.614;OUT027;1985;Medium;Tier 3;Supermarket Type3;6.078.754
DRB25;12.3;Low Fat;0.069446588;Soft Drinks;1.063.938;OUT035;2004;Small;Tier 2;Supermarket Type1;8.575.504
FDK26;5.46;Regular;0.03217132;Canned;184.824;OUT035;2004;Small;Tier 2;Supermarket Type1;4.287.752
FDM52;15.1;Low Fat;0.026046138;Frozen Foods;1.472.076;OUT045;2002;;Tier 2;Supermarket Type1;17.736.912
FDY07;11.8;Low Fat;0.121848436;Fruits and Vegetables;468.402;OUT045;2002;;Tier 2;Supermarket Type1;5.972.226
NCO06;19.25;Low Fat;0.108470504;Household;334.558;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.414.254
FDO10;13.65;Regular;0;Snack Foods;558.588;OUT045;2002;;Tier 2;Supermarket Type1;1431.47
FDK34;13.35;Low Fat;0.038494623;Snack Foods;2.402.564;OUT013;1987;High;Tier 3;Supermarket Type1;28.602.768
FDS33;;Regular;0.122830885;Snack Foods;869.514;OUT027;1985;Medium;Tier 3;Supermarket Type3;33.649.532
FDO45;13.15;Regular;0.038029746;Snack Foods;886.856;OUT045;2002;;Tier 2;Supermarket Type1;1.757.712
FDF08;14.3;Regular;0.065207559;Fruits and Vegetables;898.856;OUT046;1997;Small;Tier 1;Supermarket Type1;9.667.416
FDH58;12.3;Low Fat;0.037014587;Snack Foods;1.151.834;OUT045;2002;;Tier 2;Supermarket Type1;19.581.178
FDS03;7.825;Low Fat;0.133281968;Meat;632.826;OUT010;1998;;Tier 3;Grocery Store;1.291.652
DRF03;19.1;Low Fat;0.045299563;Dairy;388.138;OUT035;2004;Small;Tier 2;Supermarket Type1;3.655.242
FDE02;8.71;low fat;0.121149472;Canned;937.778;OUT013;1987;High;Tier 3;Supermarket Type1;17.836.782
NCZ06;19.6;Low Fat;0.094083303;Household;2.522.698;OUT013;1987;High;Tier 3;Supermarket Type1;27.903.678
FDW49;19.5;Low Fat;0;Canned;1.793.002;OUT049;1999;Medium;Tier 1;Supermarket Type1;23.283.026
FDR23;15.85;Low Fat;0;Breads;174.737;OUT017;2007;;Tier 2;Supermarket Type1;2.822.992
NCJ29;;Low Fat;0.035022503;Health and Hygiene;851.224;OUT027;1985;Medium;Tier 3;Supermarket Type3;20.453.376
FDY35;17.6;Regular;0.016060186;Breads;472.402;OUT045;2002;;Tier 2;Supermarket Type1;5.053.422
FDZ01;;Regular;0.009014978;Canned;102.699;OUT027;1985;Medium;Tier 3;Supermarket Type3;3095.97
FDX19;19.1;Low Fat;0.096733815;Fruits and Vegetables;2.331.958;OUT046;1997;Small;Tier 1;Supermarket Type1;51.413.076
FDG44;6.13;Low Fat;0.102607233;Fruits and Vegetables;540.298;OUT018;2009;Medium;Tier 3;Supermarket Type2;808.947
FDQ23;6.55;Low Fat;0.024521191;Breads;1.006.332;OUT035;2004;Small;Tier 2;Supermarket Type1;26.658.632
FDY22;16.5;Regular;0.160624116;Snack Foods;1.438.128;OUT017;2007;;Tier 2;Supermarket Type1;25.886.304
NCN41;17;Low Fat;0.052165855;Health and Hygiene;125.073;OUT013;1987;High;Tier 3;Supermarket Type1;1.108.557
FDA47;10.5;Regular;0;Baking Goods;162.421;OUT045;2002;;Tier 2;Supermarket Type1;1.304.968
NCD19;8.93;Low Fat;0;Household;554.614;OUT045;2002;;Tier 2;Supermarket Type1;3.315.684
FDO36;;Low Fat;0.07753654;Baking Goods;180.866;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.235.788
FDH20;16.1;Regular;0.024928351;Fruits and Vegetables;95.141;OUT013;1987;High;Tier 3;Supermarket Type1;3.089.312
FDN12;;LF;0.08071118;Baking Goods;1.131.544;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.355.632
NCJ30;5.82;Low Fat;0.080968973;Household;171.379;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.037.348
FDB09;16.25;Low Fat;0.057485328;Fruits and Vegetables;1.262.046;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.867.569
FDA09;13.35;Regular;0.149669322;Snack Foods;180.266;OUT045;2002;;Tier 2;Supermarket Type1;898.83
FDL24;;Regular;0.024776026;Baking Goods;1.723.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.759.899
FDP03;5.15;Regular;0.061165512;Meat;1.256.388;OUT035;2004;Small;Tier 2;Supermarket Type1;28.482.924
FDR58;;Low Fat;0.041718456;Snack Foods;945.462;OUT027;1985;Medium;Tier 3;Supermarket Type3;28.689.322
FDO13;7.865;Low Fat;0.06100886;Breakfast;1.660.526;OUT013;1987;High;Tier 3;Supermarket Type1;36.179.572
DRD49;9.895;Low Fat;0.167799329;Soft Drinks;2.394.564;OUT035;2004;Small;Tier 2;Supermarket Type1;52.438.408
NCF42;17.35;Low Fat;0.167351411;Household;1.760.712;OUT035;2004;Small;Tier 2;Supermarket Type1;21.092.544
DRK35;8.365;Low Fat;0.071832909;Hard Drinks;361.506;OUT035;2004;Small;Tier 2;Supermarket Type1;7.210.614
FDR58;6.675;Low Fat;0.041886576;Snack Foods;921.462;OUT013;1987;High;Tier 3;Supermarket Type1;12.031.006
FDQ15;;Regular;0.150341867;Meat;831.276;OUT027;1985;Medium;Tier 3;Supermarket Type3;18.682.348
NCP50;17.35;Low Fat;0.020542737;Others;805.618;OUT013;1987;High;Tier 3;Supermarket Type1;3.222.472
FDV45;16.75;Low Fat;0.045047439;Snack Foods;1.864.556;OUT046;1997;Small;Tier 1;Supermarket Type1;39.428.676
DRP35;18.85;Low Fat;0.091008572;Hard Drinks;1.296.336;OUT049;1999;Medium;Tier 1;Supermarket Type1;3195.84
FDN23;6.575;Regular;0.07549348;Breads;1.435.444;OUT035;2004;Small;Tier 2;Supermarket Type1;33.383.212
FDS44;12.65;Regular;0.156286566;Fruits and Vegetables;2.389.538;OUT049;1999;Medium;Tier 1;Supermarket Type1;40.860.146
NCI54;15.2;Low Fat;0.033735909;Household;1.109.912;OUT018;2009;Medium;Tier 3;Supermarket Type2;18.562.504
FDH40;;Regular;0.078547351;Frozen Foods;793.276;OUT027;1985;Medium;Tier 3;Supermarket Type3;13.808.692
FDF46;7.07;Low Fat;0.093653464;Snack Foods;1.133.834;OUT035;2004;Small;Tier 2;Supermarket Type1;12.670.174
FDA21;13.65;Low Fat;0.036107198;Snack Foods;1.844.924;OUT018;2009;Medium;Tier 3;Supermarket Type2;51.825.872
FDI41;;Regular;0.109003832;Frozen Foods;1.452.418;OUT019;1985;Small;Tier 1;Grocery Store;1.471.418
FDE35;7.06;Regular;0.073480266;Starchy Foods;588.904;OUT010;1998;;Tier 3;Grocery Store;585.904
DRJ24;11.8;Low Fat;0.113234914;Soft Drinks;1.863.924;OUT013;1987;High;Tier 3;Supermarket Type1;53.676.796
NCK17;;Low Fat;0.037711338;Health and Hygiene;41.548;OUT027;1985;Medium;Tier 3;Supermarket Type3;1.358.232
FDA15;9.3;Low Fat;0.016054884;Dairy;2.502.092;OUT045;2002;;Tier 2;Supermarket Type1;59.762.208
FDD36;;Low Fat;0.021170542;Baking Goods;1.176.124;OUT027;1985;Medium;Tier 3;Supermarket Type3;22.517.356
DRD60;;Low Fat;0.065188619;Soft Drinks;1.811.634;OUT019;1985;Small;Tier 1;Grocery Store;1.817.634
FDA46;13.6;Low Fat;0.117537563;Snack Foods;1.954.136;OUT013;1987;High;Tier 3;Supermarket Type1;54.435.808
NCO54;19.5;Low Fat;0.01430324;Household;572.614;OUT045;2002;;Tier 2;Supermarket Type1;15.473.192
FDL48;19.35;Regular;0.137697119;Baking Goods;471.034;OUT010;1998;;Tier 3;Grocery Store;1.458.102
NCM19;;Low Fat;0.047008497;Others;1.120.202;OUT027;1985;Medium;Tier 3;Supermarket Type3;5.063.409
FDS31;13.1;reg;0;Fruits and Vegetables;1.789.318;OUT049;1999;Medium;Tier 1;Supermarket Type1;30.673.406
FDV12;16.7;Regular;0.060863167;Baking Goods;976.384;OUT035;2004;Small;Tier 2;Supermarket Type1;28.576.136
FDQ31;5.785;Regular;0;Fruits and Vegetables;871.856;OUT035;2004;Small;Tier 2;Supermarket Type1;14.061.696
FDK55;;Low Fat;0.045105407;Meat;894.172;OUT019;1985;Small;Tier 1;Grocery Store;1.784.344
DRG15;6.13;Low Fat;0.076855207;Dairy;593.536;OUT049;1999;Medium;Tier 1;Supermarket Type1;14.700.864
NCR17;9.8;Low Fat;0.024482644;Health and Hygiene;1.162.492;OUT018;2009;Medium;Tier 3;Supermarket Type2;2896.23
FDV01;;Regular;0;Canned;1.546.314;OUT027;1985;Medium;Tier 3;Supermarket Type3;65.155.188
FDT21;7.42;Low Fat;0.020474913;Snack Foods;2.484.092;OUT018;2009;Medium;Tier 3;Supermarket Type2;9.960.368
FDT10;16.7;Regular;0.062044506;Snack Foods;574.562;OUT046;1997;Small;Tier 1;Supermarket Type1;9.480.992
FDL56;;Low Fat;0.220225608;Fruits and Vegetables;856.198;OUT019;1985;Small;Tier 1;Grocery Store;872.198
FDS49;9;Low Fat;0.079794329;Canned;801.644;OUT017;2007;;Tier 2;Supermarket Type1;1.178.466
FDT32;;Regular;0.114916546;Fruits and Vegetables;1.884.214;OUT019;1985;Small;Tier 1;Grocery Store;5.652.642
NCX42;6.36;Low Fat;0.00597362;Household;1.645.526;OUT013;1987;High;Tier 3;Supermarket Type1;21.378.838
FDX26;17.7;LF;0.146973462;Dairy;1.841.292;OUT010;1998;;Tier 3;Grocery Store;5.472.876
FDN02;16.5;Low Fat;0.07376631;Canned;2.085.638;OUT013;1987;High;Tier 3;Supermarket Type1;26.918.294
FDJ40;;Regular;0.049349121;Frozen Foods;1.086.912;OUT027;1985;Medium;Tier 3;Supermarket Type3;30.573.536
FDU13;;low fat;0.328390948;Canned;1.460.418;OUT019;1985;Small;Tier 1;Grocery Store;5.885.672
DRE27;11.85;Low Fat;0.13267058;Dairy;964.726;OUT046;1997;Small;Tier 1;Supermarket Type1;978.726
FDS27;10.195;Regular;0.012455787;Meat;197.511;OUT035;2004;Small;Tier 2;Supermarket Type1;2.356.932
FDU44;;Regular;0.058142797;Fruits and Vegetables;1.621.552;OUT027;1985;Medium;Tier 3;Supermarket Type3;30.866.488
DRM59;;Low Fat;0.006289291;Hard Drinks;1.532.998;OUT019;1985;Small;Tier 1;Grocery Store;4.613.994
FDT08;13.65;Low Fat;0.04929502;Fruits and Vegetables;150.505;OUT049;1999;Medium;Tier 1;Supermarket Type1;2696.49
FDL46;20.35;low fat;0.054362695;Snack Foods;1.179.466;OUT017;2007;;Tier 2;Supermarket Type1;16.498.524
NCV30;20.2;Low Fat;0.110356797;Household;62.051;OUT010;1998;;Tier 3;Grocery Store;126.502
FDP51;13.85;Regular;0.085274988;Meat;1.196.124;OUT046;1997;Small;Tier 1;Supermarket Type1;20.147.108
FDA51;8.05;Regular;0.164542555;Dairy;1.122.518;OUT013;1987;High;Tier 3;Supermarket Type1;1.707.777
FDM46;7.365;Low Fat;0.160292264;Snack Foods;94.712;OUT045;2002;;Tier 2;Supermarket Type1;932.12
FDK02;12.5;Low Fat;0.112859454;Canned;118.344;OUT017;2007;;Tier 2;Supermarket Type1;2.157.192
FDJ57;7.42;Regular;0.021569566;Seafood;1.848.582;OUT035;2004;Small;Tier 2;Supermarket Type1;4.643.955
FDJ45;;Low Fat;0.073055148;Seafood;337.216;OUT027;1985;Medium;Tier 3;Supermarket Type3;12.809.992
NCB31;6.235;Low Fat;0.119345629;Household;261.991;OUT017;2007;;Tier 2;Supermarket Type1;2.366.919
FDJ03;12.35;Regular;0.072334667;Dairy;491.692;OUT013;1987;High;Tier 3;Supermarket Type1;8.868.456
